"number","title","pageid","namespace","length","touched"
"1281","Category:Computer-assisted_translation_software_programmed_in_Java","42641267","Category","97","20180404151802"
"1282","Category:Web_server_software_programmed_in_Java","42703092","Category","79","20180617144420"
"1283","Category:Rankings","42760129","Category","157","20190504074323"
"1284","Category:Game_engines_that_support_Mantle","42773453","Category","84","20190312140149"
"1285","Category:Windows_APIs","42791452","Category","92","20180509224323"
"1286","Category:Git_(software)","42805944","Category","187","20190620101002"
"1287","Category:Id_Tech","42875022","Category","126","20190424210703"
"1288","Category:Direct_Rendering_Infrastructure","42931393","Category","213","20190620101005"
"1289","Category:Artificial_neural_networks","42936114","Category","444","20190620101005"
"1290","Category:Free_memory_debuggers","42977629","Category","150","20190516185454"
"1291","Category:GitHub","43079230","Category","381","20190620101008"
"1292","Category:KDE_Frameworks","43262053","Category","318","20190612053301"
"1293","Category:MediaWiki_sites","43307706","Category","84","20190620101013"
"1294","Category:Computational_mathematics","43450101","Category","431","20190625010803"
"1295","Category:DOS_environment_variables","43453794","Category","189","20190312140213"
"1296","Category:OS/2_environment_variables","43453980","Category","190","20190312140213"
"1297","Category:Windows_environment_variables","43453988","Category","193","20190312140213"
"1298","Category:Cyclic_redundancy_checks","43495544","Category","141","20190312140214"
"1299","Category:Nvidia_people","43509003","Category","240","20190118162711"
"1300","Category:Feature_detection_(computer_vision)","43515647","Category","107","20190605134721"
"1301","Category:Feature-oriented_programming","43666445","Category","47","20190312140220"
"1302","Category:Linux_kernel_process_schedulers","43839085","Category","416","20190312140228"
"1303","Category:WebGL","43848504","Category","86","20190622232618"
"1304","Category:Search_trees","43977628","Category","96","20190624062308"
"1305","Category:Environment_variables","43998252","Category","191","20180223191714"
"1306","Category:Python-scriptable_game_engines","44149675","Category","60","20161015154314"
"1307","Category:Clutter_(software)","44206783","Category","86","20190312140241"
"1308","Category:Program_derivation","44214814","Category","61","20160703142113"
"1309","Category:Multidimensional_signal_processing","44235526","Category","182","20190529115819"
"1310","Category:Web_developers","44310243","Category","130","20190620101033"
"1311","Category:Cosmological_simulation","44363104","Category","101","20190424130009"
"1312","Category:Parity_(mathematics)","44363110","Category","299","20190620101033"
"1313","Category:Fair_division_protocols","44514892","Category","50","20190115161817"
"1314","Category:Security_testing_tools","44516123","Category","117","20181126174636"
"1315","Category:Tk_(software)","44540429","Category","81","20190312140252"
"1316","Category:.NET_Framework","44540431","Category","394","20190620101038"
"1317","Category:Google_Search","44575396","Category","152","20190620101039"
"1318","Category:IOS_development_software","44659466","Category","104","20180515132430"
"1319","Category:Vala_(programming_language)","44667649","Category","277","20190620101041"
"1320","Category:Scheme_(programming_language)","44667652","Category","368","20190620101041"
"1321","Category:Scala_(programming_language)","44667667","Category","130","20190312140257"
"1322","Category:Ruby_(programming_language)","44667679","Category","253","20190620101041"
"1323","Category:Pascal_(programming_language)","44667735","Category","374","20190620101041"
"1324","Category:Erlang_(programming_language)","44667752","Category","242","20190620101041"
"1325","Category:C_(programming_language)","44667776","Category","335","20190620101041"
"1326","Category:Ada_(programming_language)","44667856","Category","448","20190620101041"
"1327","Category:Lisp_(programming_language)","44668010","Category","247","20190620101041"
"1328","Category:Java_(programming_language)","44668068","Category","507","20190623000536"
"1329","Category:Delphi_(programming_language)","44668262","Category","241","20190312140257"
"1330","Category:Transgender_and_transsexual_computer_programmers","44749928","Category","252","20190422150641"
"1331","Category:Scheme_(programming_language)_implementations","44962955","Category","42","20190519001729"
"1332","Category:International_Standard_Book_Number","44978838","Category","294","20190620101045"
"1333","Category:Windows_integrated_development_environments","45000138","Category","172","20160628200052"
"1334","Category:Matrix_multiplication_algorithms","45081487","Category","103","20181010145424"
"1335","Category:Women_video_game_programmers","45206324","Category","230","20190421053355"
"1336","Category:Analysis_of_parallel_algorithms","45209280","Category","100","20190328123342"
"1337","Category:Discontinued_version_control_systems","45283638","Category","136","20190621150350"
"1338","Category:C_language_contests","45315422","Category","71","20160703162426"
"1339","Category:Programming_languages_created_in_1955","45493179","Category","191","20190624191744"
"1340","Category:Software_frameworks","45525357","Category","176","20190620101054"
"1341","Category:Belarusian_computer_programmers","45616700","Category","324","20190616002609"
"1342","Category:Programming_languages_created_by_women","46263227","Category","228","20190306203155"
"1343","Category:Mesh_networking","46326466","Category","226","20190620101103"
"1344","Category:Process_mining","46456150","Category","65","20180219192746"
"1345","Category:Data_mining_algorithms","46456200","Category","59","20180723081952"
"1346","Category:Network_scheduling_algorithms","46489292","Category","102","20190422234145"
"1347","Category:Processor_scheduling_algorithms","46489313","Category","34","20180324072517"
"1348","Category:Programming_languages_created_in_2012","46511257","Category","191","20190624191757"
"1349","Category:Programming_languages_created_in_2014","46511285","Category","191","20190624191757"
"1350","Category:Programming_languages_created_in_2013","46511338","Category","191","20190624191757"
"1351","Category:Programming_languages_created_in_2015","46512000","Category","191","20190624191757"
"1352","Category:Algorave","46593168","Category","178","20190620101106"
"1353","Category:Cryptocurrency_tumblers","46730684","Category","74","20190312140354"
"1354","Category:Nigerian_computer_programmers","47032675","Category","91","20190413173740"
"1355","Category:Stereophotogrammetry","47059776","Category","158","20190312140408"
"1356","Category:Rating","47294898","Category","160","20190620101124"
"1357","Category:Anonymous_(group)_activists","47598173","Category","182","20190615094311"
"1358","Category:Free_software_programmed_in_Go","47978299","Category","230","20190612181324"
"1359","Category:Blockchains","48210587","Category","269","20190620143631"
"1360","Category:DreamWorks_people","48249726","Category","208","20190529205941"
"1361","Category:Finite_automata","48322243","Category","245","20190625025428"
"1362","Category:Series_expansions","48408234","Category","231","20190312140453"
"1363","Category:Floating_point","48437379","Category","28","20190420171155"
"1364","Category:String_sorting_algorithms","48541729","Category","74","20160703142346"
"1365","Category:Game_engines_that_support_Vulkan","48562159","Category","58","20190320190138"
"1366","Category:Visual_programming","48562313","Category","64","20180316183544"
"1367","Category:Trigonometric_functions","48694459","Category","264","20190620101150"
"1368","Category:Deterministic_global_optimization","48710066","Category","38","20180208211614"
"1369","Category:HTML_parsers","48818965","Category","38","20160703142407"
"1370","Category:Software_programmed_in_BASIC","48837357","Category","98","20190224054545"
"1371","Category:Wikis_by_genre","48921430","Category","60","20190118030527"
"1372","Category:Wikis_by_topic","48921459","Category","78","20190228225342"
"1373","Category:Discontinued_open-source_software_hosting_facilities","48923745","Category","122","20160917221147"
"1374","Category:SQLite","48960330","Category","258","20190516190143"
"1375","Category:Software_that_uses_SQLite","48960348","Category","40","20190312140515"
"1376","Category:Classic_Mac_OS_programming_tools","48987337","Category","233","20190126085212"
"1377","Category:Digit-by-digit_algorithms","49025414","Category","62","20190312140517"
"1378","Category:Shift-and-add_algorithms","49025581","Category","81","20190312140517"
"1379","Category:GNUstep-Mac_OS_X","49057173","Category","142","20161102224919"
"1380","Category:Deep_learning","49119651","Category","96","20190610032539"
"1381","Category:Google_Doodles","49230468","Category","36","20181120012922"
"1382","Category:C++_numerical_libraries","49243027","Category","84","20181212081145"
"1383","Category:Computational_particle_physics","49282079","Category","64","20170819060735"
"1384","Category:Free_software_programmed_in_Smalltalk","49316975","Category","92","20160203234140"
"1385","Category:Free_software_programmed_in_Swift","49316989","Category","117","20170727201359"
"1386","Category:Audio_amplifier_specifications","49431983","Category","349","20190516184631"
"1387","Category:Load_balancing","49480911","Category","240","20190620101207"
"1388","Category:Indian_computer_programmers","49646882","Category","108","20190430001331"
"1389","Category:Density_functional_theory_software","49682822","Category","186","20190416064934"
"1390","Category:Fingerprinting_algorithms","50017828","Category","89","20190312140547"
"1391","Category:Python_development_tools","50020772","Category","100","20190612052513"
"1392","Category:APL_implementers","50049626","Category","149","20180414102510"
"1393","Category:Programming_languages_created_in_1963","50229526","Category","191","20190624191845"
"1394","Category:Kazakhstani_computer_programmers","50331032","Category","173","20170813194541"
"1395","Category:Computational_electromagnetics","50359586","Category","106","20180921161054"
"1396","Category:Ethereum","50389580","Category","29","20190524221549"
"1397","Category:Game_engine_recreations","50485377","Category","93","20160711174909"
"1398","Category:Distributed_stream_processing","50498810","Category","135","20180112011941"
"1399","Category:Free_integrated_development_environments_for_Python","50509855","Category","53","20170626123228"
"1400","Category:Computer_programming_folklore","50613637","Category","128","20190620001332"
"1401","Category:Language_workbench","50613828","Category","158","20190312140607"
"1402","Category:Data_structures_libraries_and_frameworks","50615760","Category","28","20160705103523"
"1403","Category:Distributed_data_structures","50621745","Category","107","20161023085115"
"1404","Category:Succinct_data_structure","50621900","Category","28","20190116203031"
"1405","Category:Data_structures_by_computing_platform","50622299","Category","169","20180715115753"
"1406","Category:Hash_based_data_structures","50622461","Category","78","20190529120032"
"1407","Category:.NET_Framework_terminology","50642029","Category","27","20190508123911"
"1408","Category:Hash_function_(non-cryptographic)","50642371","Category","66","20170807182810"
"1409","Category:.NET_Framework_software","50650201","Category","122","20190508123908"
"1410","Category:.NET_Framework_implementations","50650343","Category","132","20190612051834"
"1411","Category:Manycore_processors","50651423","Category","138","20180727111907"
"1412","Category:Classification_systems_by_subject","50661878","Category","90","20190610031516"
"1413","Category:Semantic_Web_people","50889886","Category","143","20190413173740"
"1414","Category:Video_games_that_support_Vulkan","50935786","Category","128","20190524211126"
"1415","Category:Works_about_algorithmic_trading","50947818","Category","115","20161217145327"
"1416","Category:Algorithmic_trading","50947841","Category","128","20190529135726"
"1417","Category:Serverless_computing","51039379","Category","141","20190526090836"
"1418","Category:Nature-inspired_metaheuristics","51088850","Category","100","20190322201406"
"1419","Category:Metaheuristics","51088851","Category","126","20190312140624"
"1420","Category:Constraint_programming_languages","51102908","Category","124","20190312140624"
"1421","Category:Vulkan_(API)","51144812","Category","157","20190401165245"
"1422","Category:JavaScript_web_frameworks","51168403","Category","61","20190524234112"
"1423","Category:QuickTime","51170875","Category","169","20190620101232"
"1424","Category:Constraint_logic_programming","51277020","Category","79","20190312140631"
"1425","Category:Algebraic_modeling_languages","51310273","Category","66","20181004021443"
"1426","Category:Pareto_efficiency","51371945","Category","110","20190312140634"
"1427","Category:Defunct_code_search_engines","51595797","Category","82","20170318050943"
"1428","Category:Image_processors","51847194","Category","96","20190312140651"
"1429","Category:Programming_languages_created_in_1949","51897225","Category","211","20190624191901"
"1430","Category:Programming_languages_created_in_1960","51902779","Category","211","20190624191901"
"1431","Category:Sony_image_processing","51934075","Category","56","20190206160659"
"1432","Category:Group_portraits","52118427","Category","131","20190620101246"
"1433","Category:As_a_service","52134408","Category","93","20190525230457"
"1434","Category:Parliamentary_groups","52148951","Category","167","20190608163415"
"1435","Category:Line_clipping_algorithms","52232451","Category","65","20190219171541"
"1436","Category:Computational_fields_of_study","52242291","Category","752","20190529120102"
"1437","Category:Computational_notebook","52308686","Category","69","20190312140708"
"1438","Category:Software_that_uses_S-Lang","52321885","Category","79","20190621212406"
"1439","Category:Help_desk_software","52407277","Category","131","20190529112734"
"1440","Category:Microsoft_Office-related_statistical_software","52461188","Category","80","20180803154240"
"1441","Category:Statistical_signal_processing","52461707","Category","105","20190312140714"
"1442","Category:Decima_(game_engine)","52474519","Category","433","20190312140714"
"1443","Category:Vector_supercomputers","52493605","Category","167","20190620101253"
"1444","Category:FFmpeg","52515866","Category","138","20190312140715"
"1445","Category:Software_that_uses_FFmpeg","52515868","Category","206","20190312140715"
"1446","Category:Software_that_was_rewritten_in_C++","52593513","Category","25","20180814132935"
"1447","Category:Noise_(electronics)","52631569","Category","121","20190312140720"
"1448","Category:Croatian_computer_programmers","52723649","Category","112","20170408150435"
"1449","Category:Noise_(graphics)","52723976","Category","122","20190614041944"
"1450","Category:DOS_word_processors","52755810","Category","58","20190423035802"
"1451","Category:Members_of_Chaos_Computer_Club","52808234","Category","298","20190615094713"
"1452","Category:Geometry_processing","52841636","Category","772","20190620101303"
"1453","Category:Distributed_operating_systems","52888156","Category","107","20190312140729"
"1454","Category:Adaptive_Web_Design","52898160","Category","193","20190312140729"
"1455","Category:Computational_anatomy","52925350","Category","135","20190312140731"
"1456","Category:Japanese_video_game_programmers","52940703","Category","182","20190608201853"
"1457","Category:Video_game_programmers_by_nationality","52940723","Category","203","20190228230059"
"1458","Category:Programming_languages_created_in_1948","53085515","Category","191","20190624191913"
"1459","Category:Programming_languages_created_in_1951","53085821","Category","191","20190624191913"
"1460","Category:Programming_languages_created_in_1952","53085836","Category","191","20190624191913"
"1461","Category:Programming_languages_created_in_1950","53085900","Category","191","20190624191913"
"1462","Category:Programming_languages_created_in_1974","53153884","Category","211","20190624191914"
"1463","Category:Wiki-related_conferences","53265317","Category","86","20170918055002"
"1464","Category:Criticisms_of_programming_languages","53316451","Category","83","20181018173506"
"1465","Category:Numerical_artefacts","53434588","Category","42","20170819072718"
"1466","Category:SPARQL","53453002","Category","301","20190620101316"
"1467","Category:Linus_Torvalds","53479567","Category","353","20190620101317"
"1468","Category:Programming_languages_created_in_1956","53572402","Category","191","20190624191924"
"1469","Category:Chinese_computer_programmers","53620714","Category","177","20190424162701"
"1470","Category:American_video_game_programmers","53680153","Category","182","20181222102004"
"1471","Category:Indexes_of_computer_topics","53742346","Category","118","20190312140759"
"1472","Category:Chinese_software_engineers","53771969","Category","157","20190430000102"
"1473","Category:PO_editors","53783078","Category","40","20170627083056"
"1474","Category:Programming_languages_created_in_2016","53901324","Category","191","20190624191930"
"1475","Category:Software_that_was_ported_from_wxWidgets_to_Qt","53918421","Category","144","20190607075635"
"1476","Category:People_associated_with_JavaScript","54011465","Category","23","20170923173404"
"1477","Category:Cloud_infrastructure_attacks_&_failures","54077783","Category","261","20190422012559"
"1478","Category:Polynomial_functions","54117868","Category","127","20190620101328"
"1479","Category:Object-oriented_operating_systems","54148228","Category","118","20190312140811"
"1480","Category:South_African_computer_programmers","54165021","Category","116","20190604150458"
"1481","Category:British_video_game_programmers","54171015","Category","179","20180812182918"
"1482","Category:Python_people","54209951","Category","263","20190426124704"
"1483","Category:Percolation_theory","54267082","Category","132","20190504070010"
"1484","Category:Freeware_game_engines","54292295","Category","225","20190618150204"
"1485","Category:GoldSrc","54308692","Category","83","20190312140817"
"1486","Category:Source_(game_engine)","54308703","Category","96","20190312140817"
"1487","Category:Programming_language_syntax","54354827","Category","109","20190508063256"
"1488","Category:Computational_physicists","54408496","Category","161","20190321135758"
"1489","Category:Extendable-output_functions","54574643","Category","259","20180222081034"
"1490","Category:Speech_processing_researchers","54618704","Category","131","20181219214755"
"1491","Category:GLib","54629798","Category","213","20190312140827"
"1492","Category:Software_that_uses_GLib","54629803","Category","79","20190312140827"
"1493","Category:PDF_standards","54661515","Category","165","20180223065203"
"1494","Category:Syrian_computer_programmers","54873455","Category","89","20190108030711"
"1495","Category:Rexx_(programming_language)","54884592","Category","475","20190620101340"
"1496","Category:Java_compilers","55112409","Category","185","20180222112943"
"1497","Category:I/O_scheduling","55393009","Category","61","20190422234145"
"1498","Category:Task_managers","55757428","Category","94","20190312140902"
"1499","Category:Streaming_algorithms","55840145","Category","91","20190312140907"
"1500","Category:Amortized_data_structures","56031456","Category","95","20190312140916"
"1501","Category:Free_software_programmed_in_D_(programming_language)","56077523","Category","206","20190516190641"
"1502","Category:D_(programming_language)_software","56077532","Category","45","20180223071743"
"1503","Category:Go_(programming_language)","56119744","Category","381","20190620101354"
"1504","Category:Programming_languages_created_in_2017","56169516","Category","191","20190624191956"
"1505","Category:Programming_languages_created_in_2010","56192483","Category","191","20190624191956"
"1506","Category:Meson_build_system","56264641","Category","59","20190502010557"
"1507","Category:Software_that_uses_Meson","56264664","Category","61","20190502010502"
"1508","Category:CodePlex","56303076","Category","209","20190109073840"
"1509","Category:Cryptocurrency_stubs","56463925","Category","167","20190617134719"
"1510","Category:Mathematical_optimization_in_business","56540931","Category","80","20180424044537"
"1511","Category:Unary_operations","56624752","Category","316","20190607035249"
"1512","Category:Assignment_operations","56677017","Category","188","20190226141854"
"1513","Category:Great_Internet_Mersenne_Prime_Search","56788407","Category","346","20190107223446"
"1514","Category:Sri_Lankan_computer_programmers","56884608","Category","105","20190114032236"
"1515","Category:Satellite_constellations","56894840","Category","137","20190620101404"
"1516","Category:Data_brokers","56896882","Category","136","20181218172243"
"1517","Category:Video_game_glitches","57298881","Category","174","20190613225933"
"1518","Category:Transfer_functions","57533282","Category","123","20180803191215"
"1519","Category:People_associated_with_cryptocurrency","57556573","Category","167","20190618092234"
"1520","Category:GPGPU_supercomputers","57661292","Category","86","20190312141020"
"1521","Category:Very_long_instruction_word_computing","57778310","Category","107","20190312141024"
"1522","Category:Quantum_programming","57780913","Category","139","20190528055931"
"1523","Category:R_scientific_libraries","57783905","Category","156","20180803174456"
"1524","Category:Pascal_software","57825832","Category","217","20190108021433"
"1525","Category:Speech_recognition_hardware","58080722","Category","59","20180806184754"
"1526","Category:Blockchain_games","58406172","Category","53","20190312141047"
"1527","Category:Objective-C_software","58616865","Category","79","20180930171849"
"1528","Category:Compilers_and_interpreters","58659673","Category","60","20190429233851"
"1529","Category:Scientific_visualization","58693889","Category","249","20190513161758"
"1530","Category:Behavior_selection_algorithms","58702435","Category","174","20190312141059"
"1531","Category:Post-cloud_computing_architecture","58945142","Category","136","20190124232131"
"1532","Category:Greek_computer_programmers","59008836","Category","93","20190408015803"
"1533","Category:C++_people","59057096","Category","201","20190122152715"
"1534","Category:Zimbabwean_computer_programmers","59077815","Category","107","20190206004330"
"1535","Category:Reduction_(complexity)","59140911","Category","180","20190128024840"
"1536","Category:Compiler_theory","59977028","Category","98","20190218164257"
"1537","Category:Hackers_in_video_games","60015602","Category","142","20190615091206"
"1538","Category:Software_programmed_in_Rust","60043211","Category","204","20190518131003"
"1539","Category:Unified_Code_for_Units_of_Measure","60094153","Category","58","20190531041956"
"1540","Category:Computational_social_science","60147353","Category","113","20190405143821"
"1541","Category:Speculative_execution_security_vulnerabilities","60264059","Category","101","20190514193953"
"1542","Category:Speculative_execution","60281429","Category","146","20190321091920"
"1543","Category:Mesh_generation_people","60347604","Category","83","20190328001127"
"1544","Category:Google_Play","60352108","Category","131","20190328123811"
"1545","Category:Online_integrated_development_environments","60568718","Category","121","20190423143115"
